AR,MF,MT,PR,FPI,TPI,SE,GC
13,729.9270073,7.440670444,7.647058824,6276.923077,745.3846154,19.97590305,2
15,608.2725061,6.265827742,9.375,4266.666667,512,13.75101379,2
25,608.2725061,6.526903898,16.66666667,2400,300,8.12719654,2
30,547.4452555,5.874213508,18.75,1920,240,6.51865369,1
30,532.2384428,6.526903898,20,1750,250,6.779703974,1
30,547.4452555,7.179594288,18.75,1920,293.3333333,7.933450482,1
30,547.4452555,7.832284677,18.75,1920,320,8.640848878,2
17,608.2725061,6.39636582,10.625,3764.705882,461.1764706,12.40279567,2
20,623.4793187,6.526903898,13.33333333,3075,375,10.12097864,2
20,638.6861314,7.832284677,12.5,3360,480,12.91058394,2
25,623.4793187,7.832284677,15.625,2624,384,10.3597256,2
25,623.4793187,7.832284677,16.66666667,2460,360,9.723067045,2
25,631.0827251,9.137665457,14.70588235,2822,476,12.80236212,2
25,623.4793187,8.484975067,14.70588235,2788,442,11.89831711,2
25,555.0486618,7.832284677,16.66666667,2190,360,9.704058529,2
30,562.6520681,7.832284677,18.75,1973.333333,320,8.645072993,2
22,562.6520681,7.962822755,12.94117647,2859.090909,471.3636364,12.66036275,2
23,593.0656934,7.832284677,13.52941176,2882.608696,443.4782609,11.92908336,2
30,593.0656934,7.179594288,18.75,2080,293.3333333,7.946122826,2
18,684.3065693,9.137665457,11.25,4000,622.2222222,16.69604773,2
